HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
120710,Palm nuts and kernels,0139,"Field crops, except cash grains, nspf"
120720,Cotton seeds,0131,Cotton and cottonseed
120730,Castor oil seeds,0139,"Field crops, except cash grains, nspf"
120740,Sesamum seeds,0139,"Field crops, except cash grains, nspf"
120750,Mustard seeds,0119,"Cash grains, nspf"
120760,Safflower seeds,0119,"Cash grains, nspf"
120791,Poppy seeds,0139,"Field crops, except cash grains, nspf"
120792,Shea nuts (karite nuts),0173,Tree nuts
120799,"Other oil seeds and oleaginous fruits, nes",0173,Tree nuts
120810,Soya bean flour and meal,2075,Soybean oil and byproducts
120890,Other flours and meal of oil seeds or oleaginou,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
120911,"Sugar beet seed, of a kind used for sowing",0133,Sugarcane and sugar beets
120919,"Beet seed, of a kind used for sowing, (excl. su",0181,Ornamental floriculture and nursery products
120921,"Lucerne (alfalfa) seed, of a kind used for sowi",0139,"Field crops, except cash grains, nspf"
120922,"Clover seed, of a kind used for sowing",0139,"Field crops, except cash grains, nspf"
120923,"Fescue seed, of a kind used for sowing",0139,"Field crops, except cash grains, nspf"
120924,"Kentucky blue grass seed, of a kind used for so",0139,"Field crops, except cash grains, nspf"
120925,"Rye grass seed, of a kind used for sowing",0139,"Field crops, except cash grains, nspf"
120926,"Timothy grass seed, of a kind used for sowing",0139,"Field crops, except cash grains, nspf"
120929,"Other seeds of forage plants, of a kind used fo",0139,"Field crops, except cash grains, nspf"
120930,"Seeds of herbaceous plants, of a kind used for",0181,Ornamental floriculture and nursery products
120991,"Vegetable seed, of a kind used for sowing",0181,Ornamental floriculture and nursery products
120999,"Other seeds, fruit and spores, of a kind used f",0139,"Field crops, except cash grains, nspf"
121010,"Hop cones (excl. ground, powdered or pellets),",0139,"Field crops, except cash grains, nspf"
121020,"Hop cones, ground, powdered or in pellets; lupu",0139,"Field crops, except cash grains, nspf"
121110,"Liquorice roots, of a kind used in perfumery, p",0831,"Forestry products, nspf"
121120,"Ginseng roots, of a kind used in perfumery, pha",0831,"Forestry products, nspf"
121190,"Other plants or parts, of a kind used in perfum",0139,"Field crops, except cash grains, nspf"
121210,"Locust beans (incl. locust bean seeds), fresh o",0831,"Forestry products, nspf"
121220,Seaweeds and other algae used for human consump,0919,"Miscellaneous marine products, nspf"
121230,"Apricot, peach or plum stones and kernels used",0175,Deciduous tree fruits
121291,"Sugar beet, fresh or dried",0133,Sugarcane and sugar beets
121292,"Sugar cane, fresh or dried",0133,Sugarcane and sugar beets
121299,Vegetable products used primarily for human con,0139,"Field crops, except cash grains, nspf"
121300,Cereal straw and husks,0139,"Field crops, except cash grains, nspf"
121410,Lucerne (alfalfa) meal and pellets,2048,"Prepared feeds, nspf"
121490,"Other forage products, nes",0139,"Field crops, except cash grains, nspf"
130110,Lac,0831,"Forestry products, nspf"
130120,Natural Gum Arabic,0831,"Forestry products, nspf"
130190,"Natural gums, resins, gum-resins and balsams (e",0831,"Forestry products, nspf"
130211,Opium,0831,"Forestry products, nspf"
130212,Liquorice sap and extract,0831,"Forestry products, nspf"
130213,Hop extract,2087,"Flavoring extracts and flavoring sirups, nspf"
130214,Sap and extract of pryrethrum and roots of plan,0831,"Forestry products, nspf"
130219,"Other vegetable saps and extracts, nes",0831,"Forestry products, nspf"
130220,"Pectic substances, pectinates and pectates",2099,"Food preparations, nspf"
130231,Agar-agar,2833,Medicinals and botanicals
130232,"Mucilages and thickeners of locust beans, bean",2099,"Food preparations, nspf"
130239,"Mucilages and thickeners, derived from vegetabl",2099,"Food preparations, nspf"
140110,Bamboos,0831,"Forestry products, nspf"
140120,Rattans,0831,"Forestry products, nspf"
140190,"Vegetable materials for plaiting, (excl. bamboo",0831,"Forestry products, nspf"
140210,Kapok,0831,"Forestry products, nspf"
140291,Vegetable hair,0831,"Forestry products, nspf"
140299,"Vegetable materials for stuffing or padding, ne",0831,"Forestry products, nspf"
140310,Broomcorn,0139,"Field crops, except cash grains, nspf"
140390,Vegetable materials primarily for brooms or bru,0831,"Forestry products, nspf"
140410,Raw vegetable materials primarily for dyeing or,0139,"Field crops, except cash grains, nspf"
140420,Cotton linters,2074,Cottonseed oil and byproducts
140490,"Vegetable products, nes",0139,"Field crops, except cash grains, nspf"
150100,"Lard, other pig fat and poultry fat, rendered",2011,"Meat products and meat packing products, except poultry and small game animals"
150200,"Fats of bovine animals, sheep or goats, raw or",2011,"Meat products and meat packing products, except poultry and small game animals"
150300,"Lard stearin, lardoil, oleostearin, oleo-oil an",2077,Animal and marine fats and oils
150410,Fish-liver oils and their fractions,2077,Animal and marine fats and oils
150420,"Fish fats, oils and fractions (excl. fish liver",2077,Animal and marine fats and oils
150430,"Marine mammal fats, oils and their liquid fract",2077,Animal and marine fats and oils
150510,Crude wool grease,2299,"Textile goods, nspf"
150590,Fatty substances of crude wool grease (incl. la,2869,"Industrial organic chemicals, nspf"
150600,Other animal fats and oils and their fractions,2077,Animal and marine fats and oils
150710,Crude soya-bean oil,2075,Soybean oil and byproducts
150790,Soya-bean oil (excl. crude) and fractions,2075,Soybean oil and byproducts
150810,Crude ground-nut oil,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
150890,Ground-nut oil (excl. crude) and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
150910,Virgin olive oil and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
150990,Olive oil and fractions (excl. virgin),2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151000,"Other oils and their fractions, obtained solely",2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151110,Crude palm oil,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151190,Palm oil (excl. crude) and liquid fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151211,Crude sunflower-seed and safflower oil and frac,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151219,Sunflower-seed and safflower oil (excl. crude),2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151221,"Crude cotton-seed oil, whether or not gossypol",2074,Cottonseed oil and byproducts
151229,Cotton-seed oil (excl. crude) and fractions the,2074,Cottonseed oil and byproducts
151311,Crude coconut (copra) oil and fractions thereof,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151319,Coconut copra oil (excl. crude) and fractions t,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151321,Crude palm kernel or babassu oil and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151329,Palm kernel or babassu oil (excl. crude) and fr,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151410,"Crude rape, colza or mustard oil and fractions",2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151490,"Rape, colza or mustard oil (excl. crude) and fr",2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151511,Crude linseed oil,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151519,Linseed oil (excl. crude) and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151521,Crude maize (corn) oil,2046,Wet corn milling products
151529,Maize (corn) oil (excl. crude) and fractions,2046,Wet corn milling products
151530,Castor oil and its fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151540,Tung oil and its fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151550,Sesame oil and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151560,Jojoba oil and fractions,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151590,"Other fixed vegetable fats and fractions, nes",2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151610,"Animal fats and oils and fractions, hydrogenate",2079,"Shortening, table oil, margarine and other edible fats and oils, nspf"
151620,"Vegetable fats and oils and their fractions, hy",2079,"Shortening, table oil, margarine and other edible fats and oils, nspf"
151710,Margarine (excl. liquid),2079,"Shortening, table oil, margarine and other edible fats and oils, nspf"
151790,"Edible preparations of fats and oils, nes",2079,"Shortening, table oil, margarine and other edible fats and oils, nspf"
151800,Animal or vegetable fats and oils... chemically,2076,"Vegetable oils and byproducts, except corn, cottonseed, and soybean"
151911,Indus.monocarboxylic fatty acids;acid oils from,2899,"Chemical preparations, nspf"
151912,Indus.monocarboxylic fatty acids;acid oils from,2899,"Chemical preparations, nspf"
151913,Indus.monocarbox.fatty acids;acid oils from ref,2899,"Chemical preparations, nspf"
151919,Industrial monocarboxylic fatty acids;acid oils,2899,"Chemical preparations, nspf"
151920,Industrial fatty alcohols,2869,"Industrial organic chemicals, nspf"
152010,"Glycerol (glycerine), crude, glycerol waters an",2841,"Soap and other detergents, except specialty cleaners"
152090,"Glycerol (excl. crude), including synthetic",2841,"Soap and other detergents, except specialty cleaners"
152110,Vegetable waxes (excl. triglycerides),2899,"Chemical preparations, nspf"
152190,"Beeswax, other insect waxes and spermaceti",2899,"Chemical preparations, nspf"
152200,Degras; residues of fatty substances or animal,2843,Surface active agents
160100,Sausages and similar products; food preparation,2011,"Meat products and meat packing products, except poultry and small game animals"
160210,"Homogenized preparations of meat, meat offal or",2032,Canned specialties
160220,Preparations of animal liver,2011,"Meat products and meat packing products, except poultry and small game animals"
160231,Preparations of turkey meat,2015,"Poultry, nspf, and eggs, prepared or preserved"
160239,Preparations of poultry (excl. turkey),2015,"Poultry, nspf, and eggs, prepared or preserved"
160241,"Preparations of swine, hams and cuts",2011,"Meat products and meat packing products, except poultry and small game animals"
160242,"Preparations of swine, shoulders and cuts",2011,"Meat products and meat packing products, except poultry and small game animals"
160249,"Preparations of swine meat, including mixtures,",2011,"Meat products and meat packing products, except poultry and small game animals"
160250,Preparations of meat of bovine animals,2011,"Meat products and meat packing products, except poultry and small game animals"
160290,Preparations of meat (incl.preparations of bloo,2011,"Meat products and meat packing products, except poultry and small game animals"
160300,"Extracts and juices of meat, fish and aquatic i",2011,"Meat products and meat packing products, except poultry and small game animals"
160411,Prepared or preserved salmon (excl. minced),2091,Canned and cured seafoods seafoods
160412,Prepared or preserved herrings (excl. minced),2091,Canned and cured seafoods seafoods
160413,"Prepared or preserved sardines, sardinella, bri",2091,Canned and cured seafoods seafoods
160414,"Prepared or preserved tuna, skipjack and bonito",2091,Canned and cured seafoods seafoods
160415,Prepared or preserved mackerel (excl. minced),2091,Canned and cured seafoods seafoods
160416,Prepared or preserved anchovies (excl. minced),2091,Canned and cured seafoods seafoods
160419,"Prepared or preserved fish (excl. minced), nes",0912,Finfish
160420,"Other prepared or preserved fish, nes",0912,Finfish
160430,Caviar and caviar substitutes,2091,Canned and cured seafoods seafoods
160510,"Crab, prepared or preserved",0913,Shellfish
160520,"Shrimps and prawns, prepared or preserved",0912,Finfish
160530,"Lobster, prepared or preserved",0913,Shellfish
160540,"Crustaceans, nes, prepared or preserved",2091,Canned and cured seafoods seafoods
160590,"Molluscs and other aquatic invertebrates, prepa",2091,Canned and cured seafoods seafoods
170111,"Raw cane sugar, in solid form",2062,"Beet and cane sugar, molasses, and byproducts"
170112,"Raw beet sugar, in solid form",2062,"Beet and cane sugar, molasses, and byproducts"
170191,"Cane or beet sugar, containing added flavouring",2062,"Beet and cane sugar, molasses, and byproducts"
170199,"Cane or beet sugar, in solid form, nes",2062,"Beet and cane sugar, molasses, and byproducts"
170210,Lactose and lactose syrup,2023,"Milk and cream, condensed, evaporated, and dry"
170220,Maple sugar and maple syrup,2099,"Food preparations, nspf"
170230,"Glucose and glucose syrup, containing <20% fruc",2046,Wet corn milling products
170240,"Glucose and glucose syrup, containing >=20% but",2046,Wet corn milling products
170250,Chemically pure fructose,2046,Wet corn milling products
170260,"Other fructose and fructose syrup, containing >",2046,Wet corn milling products
170290,"Artificial honey, caramel and other sugars (inc",2062,"Beet and cane sugar, molasses, and byproducts"
170310,Cane molasses resulting from the extraction or,2062,"Beet and cane sugar, molasses, and byproducts"
